time_h,M_g_snec,M_g_nakar_sari,nuLnu_g_snec_erg_s,nuLnu_g_nakar_sari_erg_s,ratio_nakar_sari_to_snec
3.61167278e+01,-1.22169292e+01,-1.36605785e+01,2.10560190e+40,7.95858756e+40,3.77972093e+00
3.61333961e+01,-1.22149537e+01,-1.36607415e+01,2.10177423e+40,7.95978243e+40,3.78717291e+00
3.61500625e+01,-1.22129781e+01,-1.36609044e+01,2.09795333e+40,7.96097636e+40,3.79463939e+00
3.61667281e+01,-1.22110025e+01,-1.36610671e+01,2.09413938e+40,7.96216942e+40,3.80212010e+00
3.61833931e+01,-1.22090267e+01,-1.36612296e+01,2.09033197e+40,7.96336105e+40,3.80961549e+00
3.62000594e+01,-1.22070506e+01,-1.36613919e+01,2.08653091e+40,7.96455194e+40,3.81712626e+00
3.62167278e+01,-1.22050741e+01,-1.36615542e+01,2.08273600e+40,7.96574216e+40,3.82465285e+00
3.62333992e+01,-1.22030970e+01,-1.36617162e+01,2.07894683e+40,7.96693138e+40,3.83219582e+00
3.62500753e+01,-1.22011192e+01,-1.36618782e+01,2.07516323e+40,7.96811992e+40,3.83975574e+00
3.62667553e+01,-1.21991409e+01,-1.36620401e+01,2.07138555e+40,7.96930793e+40,3.84733200e+00
3.62834378e+01,-1.21971621e+01,-1.36622018e+01,2.06761380e+40,7.97049508e+40,3.85492448e+00
3.63000050e+01,-1.21951969e+01,-1.36623622e+01,2.06387478e+40,7.97167284e+40,3.86247893e+00
3.63166917e+01,-1.21932174e+01,-1.36625237e+01,2.06011537e+40,7.97285830e+40,3.87010281e+00
3.63333831e+01,-1.21912373e+01,-1.36626850e+01,2.05636168e+40,7.97404322e+40,3.87774353e+00
3.63500808e+01,-1.21892563e+01,-1.36628462e+01,2.05261313e+40,7.97522724e+40,3.88540203e+00
3.63666686e+01,-1.21872884e+01,-1.36630062e+01,2.04889613e+40,7.97640266e+40,3.89302441e+00
3.63833775e+01,-1.21853060e+01,-1.36631673e+01,2.04515855e+40,7.97758587e+40,3.90071755e+00
3.64000908e+01,-1.21833231e+01,-1.36633281e+01,2.04142685e+40,7.97876806e+40,3.90842711e+00
3.64166919e+01,-1.21813534e+01,-1.36634878e+01,2.03772673e+40,7.97994142e+40,3.91609988e+00
3.64334119e+01,-1.21793697e+01,-1.36636485e+01,2.03400709e+40,7.98112239e+40,3.92384196e+00
3.64500125e+01,-1.21774001e+01,-1.36638078e+01,2.03032061e+40,7.98229377e+40,3.93154349e+00
3.64667272e+01,-1.21754171e+01,-1.36639681e+01,2.02661580e+40,7.98347215e+40,3.93931211e+00
3.64834392e+01,-1.21734344e+01,-1.36641282e+01,2.02291830e+40,7.98464953e+40,3.94709442e+00
3.65000308e+01,-1.21714660e+01,-1.36642870e+01,2.01925415e+40,7.98581747e+40,3.95483525e+00
3.65167350e+01,-1.21694843e+01,-1.36644467e+01,2.01557194e+40,7.98699209e+40,3.96264303e+00
3.65334342e+01,-1.21675033e+01,-1.36646062e+01,2.01189774e+40,7.98816556e+40,3.97046301e+00
3.65500128e+01,-1.21655367e+01,-1.36647644e+01,2.00825688e+40,7.98932976e+40,3.97824095e+00
3.65667056e+01,-1.21635567e+01,-1.36649235e+01,2.00459786e+40,7.99050058e+40,3.98608655e+00
3.65833956e+01,-1.21615771e+01,-1.36650824e+01,2.00094625e+40,7.99167041e+40,3.99394557e+00
3.66000836e+01,-1.21595978e+01,-1.36652412e+01,1.99730184e+40,7.99283932e+40,4.00181842e+00
3.66167703e+01,-1.21576189e+01,-1.36653998e+01,1.99366481e+40,7.99400686e+40,4.00970455e+00
3.66333403e+01,-1.21556540e+01,-1.36655572e+01,1.99006006e+40,7.99516531e+40,4.01754976e+00
3.66500269e+01,-1.21536754e+01,-1.36657155e+01,1.98643676e+40,7.99633113e+40,4.02546474e+00
3.66667133e+01,-1.21516970e+01,-1.36658736e+01,1.98282042e+40,7.99749584e+40,4.03339392e+00
3.66833978e+01,-1.21497190e+01,-1.36660315e+01,1.97921140e+40,7.99865930e+40,4.04133652e+00
3.67000806e+01,-1.21477415e+01,-1.36661893e+01,1.97560985e+40,7.99982186e+40,4.04929235e+00
3.67167647e+01,-1.21457640e+01,-1.36663470e+01,1.97201486e+40,8.00098360e+40,4.05726334e+00
3.67333356e+01,-1.21438002e+01,-1.36665034e+01,1.96845125e+40,8.00213618e+40,4.06519399e+00
3.67500264e+01,-1.21418223e+01,-1.36666608e+01,1.96486856e+40,8.00329633e+40,4.07319680e+00
3.67667169e+01,-1.21398448e+01,-1.36668181e+01,1.96129311e+40,8.00445567e+40,4.08121337e+00
3.67834067e+01,-1.21378676e+01,-1.36669751e+01,1.95772471e+40,8.00561359e+40,4.08924377e+00
3.68000961e+01,-1.21358908e+01,-1.36671320e+01,1.95416353e+40,8.00677066e+40,4.09728795e+00
3.68166681e+01,-1.21339281e+01,-1.36672877e+01,1.95063415e+40,8.00791882e+40,4.10528997e+00
3.68333561e+01,-1.21319520e+01,-1.36674443e+01,1.94708712e+40,8.00907382e+40,4.11336183e+00
3.68500433e+01,-1.21299764e+01,-1.36676007e+01,1.94354743e+40,8.01022777e+40,4.12144703e+00
3.68667303e+01,-1.21280011e+01,-1.36677570e+01,1.94001471e+40,8.01138093e+40,4.12954648e+00
3.68834175e+01,-1.21260260e+01,-1.36679131e+01,1.93648877e+40,8.01253308e+40,4.13766049e+00
3.69001050e+01,-1.21240513e+01,-1.36680691e+01,1.93296995e+40,8.01368409e+40,4.14578824e+00
3.69166769e+01,-1.21220905e+01,-1.36682238e+01,1.92948223e+40,8.01482636e+40,4.15387415e+00
3.69333678e+01,-1.21201161e+01,-1.36683796e+01,1.92597667e+40,8.01597597e+40,4.16203170e+00
3.69500619e+01,-1.21181417e+01,-1.36685351e+01,1.92247749e+40,8.01712449e+40,4.17020461e+00
3.69667589e+01,-1.21161673e+01,-1.36686906e+01,1.91898466e+40,8.01827243e+40,4.17839318e+00
3.69833408e+01,-1.21142070e+01,-1.36688448e+01,1.91552305e+40,8.01941168e+40,4.18653885e+00
3.70000397e+01,-1.21122332e+01,-1.36690000e+01,1.91204392e+40,8.02055767e+40,4.19475599e+00
3.70167386e+01,-1.21102599e+01,-1.36691550e+01,1.90857198e+40,8.02170279e+40,4.20298678e+00
3.70334386e+01,-1.21082869e+01,-1.36693098e+01,1.90510687e+40,8.02284721e+40,4.21123210e+00
3.70500225e+01,-1.21063279e+01,-1.36694635e+01,1.90167257e+40,8.02398255e+40,4.21943433e+00
3.70667231e+01,-1.21043556e+01,-1.36696180e+01,1.89822122e+40,8.02512485e+40,4.22770791e+00
3.70834231e+01,-1.21023839e+01,-1.36697725e+01,1.89477717e+40,8.02626633e+40,4.23599485e+00
3.71000072e+01,-1.21004264e+01,-1.36699257e+01,1.89136411e+40,8.02739893e+40,4.24423774e+00
3.71167103e+01,-1.20984553e+01,-1.36700798e+01,1.88793355e+40,8.02853847e+40,4.25255353e+00
3.71334158e+01,-1.20964844e+01,-1.36702338e+01,1.88450955e+40,8.02967739e+40,4.26088442e+00
3.71500061e+01,-1.20945277e+01,-1.36703866e+01,1.88111637e+40,8.03080767e+40,4.26917111e+00
3.71667125e+01,-1.20925578e+01,-1.36705403e+01,1.87770647e+40,8.03194450e+40,4.27752933e+00
3.71834183e+01,-1.20905885e+01,-1.36706938e+01,1.87430379e+40,8.03308052e+40,4.28590102e+00
3.72000078e+01,-1.20886334e+01,-1.36708462e+01,1.87093174e+40,8.03420786e+40,4.29422821e+00
3.72167158e+01,-1.20866649e+01,-1.36709995e+01,1.86754271e+40,8.03534202e+40,4.30262824e+00
3.72334264e+01,-1.20846967e+01,-1.36711526e+01,1.86416034e+40,8.03647544e+40,4.31104304e+00
3.72500225e+01,-1.20827389e+01,-1.36713046e+01,1.86080191e+40,8.03760033e+40,4.31942824e+00
3.72667378e+01,-1.20805807e+01,-1.36714574e+01,1.85710673e+40,8.03873222e+40,4.32863233e+00
3.72833378e+01,-1.20784381e+01,-1.36716091e+01,1.85344551e+40,8.03985524e+40,4.33778883e+00
3.73000556e+01,-1.20762811e+01,-1.36717617e+01,1.84976698e+40,8.04098547e+40,4.34702616e+00
3.73167742e+01,-1.20741249e+01,-1.36719142e+01,1.84609711e+40,8.04211484e+40,4.35627941e+00
3.73333761e+01,-1.20719846e+01,-1.36720654e+01,1.84246151e+40,8.04323510e+40,4.36548339e+00
3.73500947e+01,-1.20698298e+01,-1.36722176e+01,1.83880850e+40,8.04436247e+40,4.37476902e+00
3.73666978e+01,-1.20676907e+01,-1.36723686e+01,1.83518928e+40,8.04548128e+40,4.38400626e+00
3.73834208e+01,-1.20655370e+01,-1.36725205e+01,1.83155255e+40,8.04660684e+40,4.39332568e+00
3.74000247e+01,-1.20633995e+01,-1.36726712e+01,1.82795030e+40,8.04772359e+40,4.40259431e+00
3.74167431e+01,-1.20612482e+01,-1.36728228e+01,1.82433195e+40,8.04884726e+40,4.41194229e+00
3.74333431e+01,-1.20591131e+01,-1.36729731e+01,1.82074792e+40,8.04996182e+40,4.42123905e+00
3.74500581e+01,-1.20569642e+01,-1.36731243e+01,1.81714784e+40,8.05108315e+40,4.43061536e+00
3.74667697e+01,-1.20548167e+01,-1.36732754e+01,1.81355722e+40,8.05220349e+40,4.44000519e+00
3.74833617e+01,-1.20526855e+01,-1.36734252e+01,1.81000087e+40,8.05331480e+40,4.44934306e+00
3.75000675e+01,-1.20505406e+01,-1.36735759e+01,1.80642869e+40,8.05443262e+40,4.45876034e+00
3.75167725e+01,-1.20483965e+01,-1.36737265e+01,1.80286490e+40,8.05554962e+40,4.46819372e+00
3.75333592e+01,-1.20462685e+01,-1.36738758e+01,1.79933482e+40,8.05665787e+40,4.47757571e+00
3.75500600e+01,-1.20441270e+01,-1.36740260e+01,1.79578931e+40,8.05777248e+40,4.48703665e+00
3.75667592e+01,-1.20419867e+01,-1.36741761e+01,1.79225278e+40,8.05888621e+40,4.49651204e+00
3.75833400e+01,-1.20398627e+01,-1.36743250e+01,1.78875007e+40,8.05999130e+40,4.50593487e+00
3.76000372e+01,-1.20377249e+01,-1.36744747e+01,1.78523151e+40,8.06110287e+40,4.51543838e+00
3.76167350e+01,-1.20355881e+01,-1.36746243e+01,1.78172151e+40,8.06221364e+40,4.52495723e+00
3.76334333e+01,-1.20334523e+01,-1.36747738e+01,1.77822005e+40,8.06332368e+40,4.53449148e+00
3.76500147e+01,-1.20313327e+01,-1.36749220e+01,1.77475195e+40,8.06442485e+40,4.54397293e+00
3.76667119e+01,-1.20291990e+01,-1.36750712e+01,1.77126762e+40,8.06553271e+40,4.55353704e+00
3.76834086e+01,-1.20270664e+01,-1.36752202e+01,1.76779191e+40,8.06663978e+40,4.56311612e+00
3.77001053e+01,-1.20249350e+01,-1.36753691e+01,1.76432498e+40,8.06774590e+40,4.57270967e+00
3.77166853e+01,-1.20228197e+01,-1.36755167e+01,1.76089096e+40,8.06884314e+40,4.58225032e+00
3.77333819e+01,-1.20206907e+01,-1.36756653e+01,1.75744144e+40,8.06994735e+40,4.59187269e+00
3.77500803e+01,-1.20185628e+01,-1.36758138e+01,1.75400046e+40,8.07105089e+40,4.60151013e+00
3.77667797e+01,-1.20164360e+01,-1.36759620e+01,1.75056799e+40,8.07215318e+40,4.61116233e+00
3.77833594e+01,-1.20143257e+01,-1.36761091e+01,1.74716879e+40,8.07324682e+40,4.62075952e+00
3.78000544e+01,-1.20122021e+01,-1.36762571e+01,1.74375483e+40,8.07434731e+40,4.63043725e+00
3.78167506e+01,-1.20100793e+01,-1.36764049e+01,1.74034882e+40,8.07544667e+40,4.64013109e+00
3.78334483e+01,-1.20079573e+01,-1.36765526e+01,1.73695074e+40,8.07654525e+40,4.64984126e+00
3.78500300e+01,-1.20058514e+01,-1.36766992e+01,1.73358501e+40,8.07763544e+40,4.65949774e+00
3.78667269e+01,-1.20037322e+01,-1.36768466e+01,1.73020460e+40,8.07873217e+40,4.66923516e+00
3.78834228e+01,-1.20016146e+01,-1.36769938e+01,1.72683333e+40,8.07982778e+40,4.67898530e+00
3.79000014e+01,-1.19995132e+01,-1.36771399e+01,1.72349435e+40,8.08091496e+40,4.68868086e+00
3.79166969e+01,-1.19973984e+01,-1.36772869e+01,1.72014059e+40,8.08200891e+40,4.69845836e+00
3.79333939e+01,-1.19952849e+01,-1.36774337e+01,1.71679541e+40,8.08310176e+40,4.70824987e+00
3.79500925e+01,-1.19931727e+01,-1.36775804e+01,1.71345879e+40,8.08419397e+40,4.71805568e+00
3.79666764e+01,-1.19910762e+01,-1.36777259e+01,1.71015338e+40,8.08527794e+40,4.72780865e+00
3.79833797e+01,-1.19889655e+01,-1.36778723e+01,1.70683203e+40,8.08636840e+40,4.73764745e+00
3.80000858e+01,-1.19868560e+01,-1.36780187e+01,1.70351901e+40,8.08745827e+40,4.74750105e+00
3.80166786e+01,-1.19847623e+01,-1.36781639e+01,1.70023716e+40,8.08854001e+40,4.75730104e+00
3.80333897e+01,-1.19826553e+01,-1.36783100e+01,1.69694084e+40,8.08962830e+40,4.76718344e+00
3.80501022e+01,-1.19805496e+01,-1.36784559e+01,1.69365295e+40,8.09071577e+40,4.77708007e+00
3.80666997e+01,-1.19784600e+01,-1.36786007e+01,1.69039649e+40,8.09179501e+40,4.78692132e+00
3.80834169e+01,-1.19763570e+01,-1.36787464e+01,1.68712547e+40,8.09288104e+40,4.79684597e+00
3.81000206e+01,-1.19742699e+01,-1.36788910e+01,1.68388545e+40,8.09395861e+40,4.80671570e+00
3.81167439e+01,-1.19721693e+01,-1.36790365e+01,1.68063074e+40,8.09504322e+40,4.81666973e+00
3.81333531e+01,-1.19700839e+01,-1.36791808e+01,1.67740581e+40,8.09611959e+40,4.82657180e+00
3.81500822e+01,-1.19679851e+01,-1.36793260e+01,1.67416641e+40,8.09720250e+40,4.83655775e+00
3.81666950e+01,-1.19659026e+01,-1.36794701e+01,1.67095834e+40,8.09827714e+40,4.84648655e+00
3.81834214e+01,-1.19638075e+01,-1.36796151e+01,1.66773707e+40,8.09935838e+40,4.85649597e+00
3.82000289e+01,-1.19617291e+01,-1.36797588e+01,1.66454762e+40,8.10043070e+40,4.86644577e+00
3.82167511e+01,-1.19596380e+01,-1.36799034e+01,1.66134483e+40,8.10150961e+40,4.87647687e+00
3.82333528e+01,-1.19575638e+01,-1.36800469e+01,1.65817401e+40,8.10258001e+40,4.88644736e+00
3.82500664e+01,-1.19554774e+01,-1.36801911e+01,1.65499064e+40,8.10365653e+40,4.89649688e+00
3.82667736e+01,-1.19533936e+01,-1.36803351e+01,1.65181735e+40,8.10473168e+40,4.90655440e+00
3.82833581e+01,-1.19513263e+01,-1.36804780e+01,1.64867519e+40,8.10579819e+40,4.91655253e+00
3.83000542e+01,-1.19492465e+01,-1.36806217e+01,1.64552007e+40,8.10687095e+40,4.92663147e+00
3.83167472e+01,-1.19471690e+01,-1.36807652e+01,1.64237446e+40,8.10794239e+40,4.93671972e+00
3.83334369e+01,-1.19450938e+01,-1.36809085e+01,1.63923834e+40,8.10901288e+40,4.94681748e+00
3.83500072e+01,-1.19430353e+01,-1.36810507e+01,1.63613337e+40,8.11007494e+40,4.95685442e+00
3.83666914e+01,-1.19409646e+01,-1.36811937e+01,1.63301594e+40,8.11114303e+40,4.96697114e+00
3.83833731e+01,-1.19388961e+01,-1.36813365e+01,1.62990774e+40,8.11221023e+40,4.97709779e+00
3.84000519e+01,-1.19368298e+01,-1.36814792e+01,1.62680876e+40,8.11327651e+40,4.98723433e+00
3.84167292e+01,-1.19347658e+01,-1.36816217e+01,1.62371911e+40,8.11434150e+40,4.99738004e+00
3.84334042e+01,-1.19327036e+01,-1.36817641e+01,1.62063802e+40,8.11540549e+40,5.00753740e+00
3.84500786e+01,-1.19306428e+01,-1.36819063e+01,1.61756486e+40,8.11646872e+40,5.01770836e+00
3.84667547e+01,-1.19285838e+01,-1.36820484e+01,1.61450020e+40,8.11753102e+40,5.02789100e+00
3.84834347e+01,-1.19265264e+01,-1.36821904e+01,1.61144372e+40,8.11859256e+40,5.03808631e+00
3.85000003e+01,-1.19244851e+01,-1.36823313e+01,1.60841688e+40,8.11964609e+40,5.04822237e+00
3.85166844e+01,-1.19224312e+01,-1.36824730e+01,1.60537710e+40,8.12070630e+40,5.05844160e+00
3.85333706e+01,-1.19203791e+01,-1.36826146e+01,1.60234571e+40,8.12176547e+40,5.06867238e+00
3.85500539e+01,-1.19183295e+01,-1.36827561e+01,1.59932374e+40,8.12282373e+40,5.07891151e+00
3.85667336e+01,-1.19162825e+01,-1.36828974e+01,1.59631128e+40,8.12388104e+40,5.08915844e+00
3.85834103e+01,-1.19142377e+01,-1.36830385e+01,1.59330773e+40,8.12493686e+40,5.09941470e+00
3.86000858e+01,-1.19121943e+01,-1.36831795e+01,1.59031188e+40,8.12599187e+40,5.10968444e+00
3.86167603e+01,-1.19101532e+01,-1.36833203e+01,1.58732502e+40,8.12704608e+40,5.11996343e+00
3.86334344e+01,-1.19081143e+01,-1.36834610e+01,1.58434699e+40,8.12809915e+40,5.13025190e+00
3.86501083e+01,-1.19060776e+01,-1.36836016e+01,1.58137775e+40,8.12915131e+40,5.14054996e+00
3.86667831e+01,-1.19040429e+01,-1.36837420e+01,1.57841698e+40,8.13020279e+40,5.15085868e+00
3.86833444e+01,-1.19020243e+01,-1.36838813e+01,1.57548511e+40,8.13124616e+40,5.16110632e+00
3.87000281e+01,-1.18999929e+01,-1.36840215e+01,1.57254015e+40,8.13229619e+40,5.17143946e+00
3.87167178e+01,-1.18979631e+01,-1.36841616e+01,1.56960301e+40,8.13334588e+40,5.18178534e+00
3.87334136e+01,-1.18959347e+01,-1.36843017e+01,1.56667338e+40,8.13439513e+40,5.19214487e+00
3.87501142e+01,-1.18939070e+01,-1.36844416e+01,1.56375022e+40,8.13544348e+40,5.20252109e+00
3.87667022e+01,-1.18918951e+01,-1.36845805e+01,1.56085523e+40,8.13648405e+40,5.21283711e+00
3.87834114e+01,-1.18898708e+01,-1.36847202e+01,1.55794780e+40,8.13753149e+40,5.22323757e+00
3.88000086e+01,-1.18878623e+01,-1.36848589e+01,1.55506842e+40,8.13857070e+40,5.23357723e+00
3.88167269e+01,-1.18858415e+01,-1.36849984e+01,1.55217678e+40,8.13961670e+40,5.24400106e+00
3.88334497e+01,-1.18838224e+01,-1.36851379e+01,1.54929294e+40,8.14066226e+40,5.25443705e+00
3.88500611e+01,-1.18818191e+01,-1.36852763e+01,1.54643697e+40,8.14169979e+40,5.26481192e+00
3.88666786e+01,-1.18798173e+01,-1.36854145e+01,1.54358839e+40,8.14273677e+40,5.27519954e+00
3.88834125e+01,-1.18778038e+01,-1.36855537e+01,1.54072845e+40,8.14378029e+40,5.28566878e+00
3.89000264e+01,-1.18758063e+01,-1.36856917e+01,1.53789648e+40,8.14481541e+40,5.29607520e+00
3.89167550e+01,-1.18737970e+01,-1.36858304e+01,1.53505303e+40,8.14585660e+40,5.30656364e+00
3.89333633e+01,-1.18718046e+01,-1.36859681e+01,1.53223869e+40,8.14688958e+40,5.31698466e+00
3.89500839e+01,-1.18698010e+01,-1.36861066e+01,1.52941372e+40,8.14792878e+40,5.32748507e+00
3.89666819e+01,-1.18678145e+01,-1.36862439e+01,1.52661802e+40,8.14895914e+40,5.33791627e+00
3.89833919e+01,-1.18658169e+01,-1.36863820e+01,1.52381184e+40,8.14999573e+40,5.34842657e+00
3.90000978e+01,-1.18638222e+01,-1.36865199e+01,1.52101488e+40,8.15103134e+40,5.35894253e+00
3.90166836e+01,-1.18618442e+01,-1.36866567e+01,1.51824641e+40,8.15205835e+40,5.36939083e+00
3.90333828e+01,-1.18598551e+01,-1.36867943e+01,1.51546749e+40,8.15309156e+40,5.37991850e+00
3.90500794e+01,-1.18578679e+01,-1.36869318e+01,1.51269629e+40,8.15412390e+40,5.39045671e+00
3.90667731e+01,-1.18558830e+01,-1.36870691e+01,1.50993337e+40,8.15515503e+40,5.40100325e+00
3.90833494e+01,-1.18539145e+01,-1.36872053e+01,1.50719826e+40,8.15617795e+40,5.41148314e+00
3.91000425e+01,-1.18519345e+01,-1.36873423e+01,1.50445216e+40,8.15720737e+40,5.42204502e+00
3.91167347e+01,-1.18499570e+01,-1.36874792e+01,1.50171453e+40,8.15823587e+40,5.43261432e+00
3.91334258e+01,-1.18479821e+01,-1.36876159e+01,1.49898547e+40,8.15926317e+40,5.44319030e+00
3.91501161e+01,-1.18460097e+01,-1.36877525e+01,1.49626481e+40,8.16028971e+40,5.45377371e+00
3.91666900e+01,-1.18440533e+01,-1.36878880e+01,1.49357111e+40,8.16130839e+40,5.46429183e+00
3.91833822e+01,-1.18420854e+01,-1.36880243e+01,1.49086646e+40,8.16233308e+40,5.47489217e+00
3.92000753e+01,-1.18401191e+01,-1.36881605e+01,1.48816890e+40,8.16335710e+40,5.48550445e+00
3.92167697e+01,-1.18381546e+01,-1.36882966e+01,1.48547868e+40,8.16438049e+40,5.49612768e+00
3.92333497e+01,-1.18362060e+01,-1.36884316e+01,1.48281504e+40,8.16539577e+40,5.50668528e+00
3.92500469e+01,-1.18342459e+01,-1.36885675e+01,1.48014050e+40,8.16641736e+40,5.51732578e+00
3.92667419e+01,-1.18322885e+01,-1.36887032e+01,1.47747446e+40,8.16743811e+40,5.52797244e+00
3.92834358e+01,-1.18303336e+01,-1.36888387e+01,1.47481662e+40,8.16845783e+40,5.53862610e+00
3.93000142e+01,-1.18283946e+01,-1.36889732e+01,1.47218512e+40,8.16946948e+40,5.54921347e+00
3.93167094e+01,-1.18264443e+01,-1.36891085e+01,1.46954302e+40,8.17048757e+40,5.55988323e+00
3.93334033e+01,-1.18244966e+01,-1.36892436e+01,1.46690917e+40,8.17150477e+40,5.57055947e+00
3.93500950e+01,-1.18225509e+01,-1.36893786e+01,1.46428274e+40,8.17252066e+40,5.58124496e+00
3.93666683e+01,-1.18206208e+01,-1.36895125e+01,1.46168201e+40,8.17352866e+40,5.59186511e+00
3.93833581e+01,-1.18186795e+01,-1.36896473e+01,1.45907086e+40,8.17454303e+40,5.60256754e+00
3.94000497e+01,-1.18167403e+01,-1.36897818e+01,1.45646718e+40,8.17555631e+40,5.61327877e+00
3.94167442e+01,-1.18148031e+01,-1.36899163e+01,1.45387083e+40,8.17656900e+40,5.62399962e+00
3.94334417e+01,-1.18128679e+01,-1.36900507e+01,1.45128178e+40,8.17758117e+40,5.63473012e+00
3.94500242e+01,-1.18109483e+01,-1.36901840e+01,1.44871816e+40,8.17858532e+40,5.64539437e+00
3.94667258e+01,-1.18090173e+01,-1.36903181e+01,1.44614388e+40,8.17959579e+40,5.65614246e+00
3.94834303e+01,-1.18070884e+01,-1.36904522e+01,1.44357696e+40,8.18060572e+40,5.66689960e+00
3.95000203e+01,-1.18051744e+01,-1.36905852e+01,1.44103438e+40,8.18160784e+40,5.67759377e+00
3.95167292e+01,-1.18032483e+01,-1.36907190e+01,1.43848025e+40,8.18261608e+40,5.68837569e+00
3.95334406e+01,-1.18013243e+01,-1.36908527e+01,1.43593342e+40,8.18362377e+40,5.69916659e+00
3.95500386e+01,-1.17994155e+01,-1.36909854e+01,1.43341117e+40,8.18462389e+40,5.70989266e+00
3.95667581e+01,-1.17974951e+01,-1.36911188e+01,1.43087806e+40,8.18563011e+40,5.72070421e+00
3.95833653e+01,-1.17955651e+01,-1.36912513e+01,1.42833679e+40,8.18662889e+40,5.73158161e+00
3.96000922e+01,-1.17933958e+01,-1.36913846e+01,1.42548583e+40,8.18763416e+40,5.74374997e+00
3.96167042e+01,-1.17912440e+01,-1.36915168e+01,1.42266348e+40,8.18863138e+40,5.75584564e+00
3.96334356e+01,-1.17890793e+01,-1.36916499e+01,1.41982985e+40,8.18963498e+40,5.76803971e+00
3.96500522e+01,-1.17869315e+01,-1.36917819e+01,1.41702393e+40,8.19063099e+40,5.78016422e+00
3.96666694e+01,-1.17847854e+01,-1.36919138e+01,1.41422576e+40,8.19162605e+40,5.79230438e+00
3.96834025e+01,-1.17826268e+01,-1.36920465e+01,1.41141687e+40,8.19262710e+40,5.80454102e+00
3.97000169e+01,-1.17804861e+01,-1.36921781e+01,1.40863678e+40,8.19362036e+40,5.81670200e+00
3.97167461e+01,-1.17783332e+01,-1.36923105e+01,1.40584637e+40,8.19461963e+40,5.82895814e+00
3.97333544e+01,-1.17761983e+01,-1.36924418e+01,1.40308475e+40,8.19561060e+40,5.84113727e+00
3.97500750e+01,-1.17740515e+01,-1.36925739e+01,1.40031320e+40,8.19660756e+40,5.85341019e+00
3.97666747e+01,-1.17719227e+01,-1.36927049e+01,1.39757030e+40,8.19759663e+40,5.86560592e+00
3.97833892e+01,-1.17697817e+01,-1.36928366e+01,1.39481710e+40,8.19859130e+40,5.87789704e+00
3.98001028e+01,-1.17676427e+01,-1.36929682e+01,1.39207189e+40,8.19958522e+40,5.89020243e+00
3.98166981e+01,-1.17655204e+01,-1.36930988e+01,1.38935345e+40,8.20057142e+40,5.90243716e+00
3.98334083e+01,-1.17633858e+01,-1.36932301e+01,1.38662461e+40,8.20156336e+40,5.91476836e+00
3.98501164e+01,-1.17612539e+01,-1.36933613e+01,1.38390457e+40,8.20255432e+40,5.92710979e+00
3.98667061e+01,-1.17591394e+01,-1.36934915e+01,1.38121200e+40,8.20353759e+40,5.93937613e+00
3.98834122e+01,-1.17570125e+01,-1.36936224e+01,1.37850893e+40,8.20452680e+40,5.95174006e+00
3.99000006e+01,-1.17549029e+01,-1.36937522e+01,1.37583307e+40,8.20550807e+40,5.96402883e+00
3.99167050e+01,-1.17527807e+01,-1.36938829e+01,1.37314646e+40,8.20649552e+40,5.97641674e+00
3.99334106e+01,-1.17506608e+01,-1.36940134e+01,1.37046801e+40,8.20748224e+40,5.98881708e+00
3.99500011e+01,-1.17485570e+01,-1.36941429e+01,1.36781507e+40,8.20846104e+40,6.00114829e+00
3.99667103e+01,-1.17464396e+01,-1.36942732e+01,1.36515016e+40,8.20944616e+40,6.01358475e+00
3.99834192e+01,-1.17443244e+01,-1.36944034e+01,1.36249320e+40,8.21043056e+40,6.02603416e+00
4.00000100e+01,-1.17422263e+01,-1.36945325e+01,1.35986283e+40,8.21140684e+40,6.03840818e+00
4.00167167e+01,-1.17401157e+01,-1.36946623e+01,1.35722191e+40,8.21238920e+40,6.05088167e+00
4.00334242e+01,-1.17380070e+01,-1.36947921e+01,1.35458850e+40,8.21337092e+40,6.06336976e+00
4.00500164e+01,-1.17359149e+01,-1.36949209e+01,1.35198086e+40,8.21434484e+40,6.07578486e+00
4.00667256e+01,-1.17338101e+01,-1.36950504e+01,1.34936246e+40,8.21532475e+40,6.08830096e+00
4.00834331e+01,-1.17317075e+01,-1.36951798e+01,1.34675186e+40,8.21630387e+40,6.10082980e+00
4.01000233e+01,-1.17296207e+01,-1.36953081e+01,1.34416587e+40,8.21727524e+40,6.11328962e+00
4.01167306e+01,-1.17275205e+01,-1.36954372e+01,1.34156829e+40,8.21825244e+40,6.12585474e+00
4.01334375e+01,-1.17254223e+01,-1.36955662e+01,1.33897819e+40,8.21922893e+40,6.13843377e+00
4.01500275e+01,-1.17233405e+01,-1.36956942e+01,1.33641328e+40,8.22019786e+40,6.15093996e+00
4.01667356e+01,-1.17212456e+01,-1.36958229e+01,1.33383719e+40,8.22117252e+40,6.16355022e+00
4.01834458e+01,-1.17191523e+01,-1.36959516e+01,1.33126803e+40,8.22214662e+40,6.17617672e+00
4.02000408e+01,-1.17170751e+01,-1.36960792e+01,1.32872352e+40,8.22311332e+40,6.18873166e+00
4.02167536e+01,-1.17149848e+01,-1.36962076e+01,1.32616787e+40,8.22408576e+40,6.20139118e+00
4.02333486e+01,-1.17129110e+01,-1.36963350e+01,1.32363726e+40,8.22505057e+40,6.21397632e+00
