time_h,M_g_snec,M_g_nakar_sari,nuLnu_g_snec_erg_s,nuLnu_g_nakar_sari_erg_s,ratio_nakar_sari_to_snec
1.33333512e+01,-1.46148206e+01,-1.31422667e+01,1.91660591e+41,4.93754761e+40,2.57619346e-01
1.33501143e+01,-1.46147433e+01,-1.31430929e+01,1.91646946e+41,4.94130684e+40,2.57833842e-01
1.33667581e+01,-1.46146618e+01,-1.31439122e+01,1.91632561e+41,4.94503651e+40,2.58047823e-01
1.33833989e+01,-1.46145754e+01,-1.31447298e+01,1.91617312e+41,4.94876178e+40,2.58262770e-01
1.34000354e+01,-1.46144839e+01,-1.31455457e+01,1.91601164e+41,4.95248212e+40,2.58478707e-01
1.34166676e+01,-1.46143839e+01,-1.31463602e+01,1.91583518e+41,4.95619875e+40,2.58696511e-01
1.34334133e+01,-1.46142721e+01,-1.31471790e+01,1.91563791e+41,4.95993756e+40,2.58918323e-01
1.34500424e+01,-1.46141516e+01,-1.31479904e+01,1.91542532e+41,4.96364580e+40,2.59140660e-01
1.34666728e+01,-1.46140239e+01,-1.31488007e+01,1.91520004e+41,4.96735160e+40,2.59364634e-01
1.34834204e+01,-1.46138899e+01,-1.31496156e+01,1.91496369e+41,4.97108073e+40,2.59591383e-01
1.35000522e+01,-1.46137671e+01,-1.31504230e+01,1.91474711e+41,4.97477938e+40,2.59813912e-01
1.35166850e+01,-1.46136462e+01,-1.31512293e+01,1.91453391e+41,4.97847531e+40,2.60035891e-01
1.35334391e+01,-1.46135196e+01,-1.31520404e+01,1.91431068e+41,4.98219544e+40,2.60260546e-01
1.35500764e+01,-1.46133841e+01,-1.31528442e+01,1.91407179e+41,4.98588552e+40,2.60485816e-01
1.35667118e+01,-1.46132377e+01,-1.31536466e+01,1.91381372e+41,4.98957168e+40,2.60713550e-01
1.35833463e+01,-1.46130829e+01,-1.31544478e+01,1.91354087e+41,4.99325493e+40,2.60943207e-01
1.36000945e+01,-1.46129209e+01,-1.31552531e+01,1.91325538e+41,4.99695981e+40,2.61175788e-01
1.36167214e+01,-1.46127534e+01,-1.31560510e+01,1.91296024e+41,5.00063377e+40,2.61408140e-01
1.36333451e+01,-1.46125799e+01,-1.31568477e+01,1.91265457e+41,5.00430433e+40,2.61641825e-01
1.36500857e+01,-1.46124062e+01,-1.31576488e+01,1.91234860e+41,5.00799777e+40,2.61876823e-01
1.36667149e+01,-1.46122464e+01,-1.31584428e+01,1.91206716e+41,5.01166198e+40,2.62107005e-01
1.36833515e+01,-1.46120760e+01,-1.31592361e+01,1.91176710e+41,5.01532513e+40,2.62339755e-01
1.37001101e+01,-1.46118940e+01,-1.31600342e+01,1.91144666e+41,5.01901239e+40,2.62576639e-01
1.37167554e+01,-1.46117054e+01,-1.31608251e+01,1.91111466e+41,5.02267030e+40,2.62813656e-01
1.37334015e+01,-1.46115082e+01,-1.31616149e+01,1.91076758e+41,5.02632531e+40,2.63052680e-01
1.37500494e+01,-1.46113049e+01,-1.31624037e+01,1.91040983e+41,5.02997803e+40,2.63293140e-01
1.37667008e+01,-1.46110976e+01,-1.31631912e+01,1.91004511e+41,5.03362764e+40,2.63534491e-01
1.37833566e+01,-1.46108878e+01,-1.31639775e+01,1.90967606e+41,5.03727459e+40,2.63776391e-01
1.38000179e+01,-1.46106735e+01,-1.31647630e+01,1.90929917e+41,5.04092006e+40,2.64019392e-01
1.38166836e+01,-1.46104682e+01,-1.31655474e+01,1.90893818e+41,5.04456322e+40,2.64260167e-01
1.38333548e+01,-1.46102510e+01,-1.31663305e+01,1.90855633e+41,5.04820337e+40,2.64503765e-01
1.38500307e+01,-1.46100240e+01,-1.31671128e+01,1.90815734e+41,5.05184189e+40,2.64749755e-01
1.38667080e+01,-1.46097909e+01,-1.31678941e+01,1.90774772e+41,5.05547800e+40,2.64997198e-01
1.38833831e+01,-1.46095541e+01,-1.31686735e+01,1.90733168e+41,5.05910887e+40,2.65245364e-01
1.39000571e+01,-1.46093152e+01,-1.31694518e+01,1.90691205e+41,5.06273684e+40,2.65493987e-01
1.39167341e+01,-1.46090741e+01,-1.31702292e+01,1.90648865e+41,5.06636279e+40,2.65743140e-01
1.39334092e+01,-1.46088223e+01,-1.31710049e+01,1.90604655e+41,5.06998414e+40,2.65994770e-01
1.39500785e+01,-1.46085604e+01,-1.31717792e+01,1.90558683e+41,5.07360101e+40,2.66248744e-01
1.39667427e+01,-1.46083048e+01,-1.31725522e+01,1.90513828e+41,5.07721411e+40,2.66501081e-01
1.39834005e+01,-1.46080430e+01,-1.31733235e+01,1.90467895e+41,5.08082223e+40,2.66754784e-01
1.40000503e+01,-1.46077777e+01,-1.31740930e+01,1.90421360e+41,5.08442484e+40,2.67009165e-01
1.40166918e+01,-1.46075102e+01,-1.31748611e+01,1.90374451e+41,5.08802302e+40,2.67263964e-01
1.40334435e+01,-1.46072397e+01,-1.31756332e+01,1.90327027e+41,5.09164197e+40,2.67520702e-01
1.40500768e+01,-1.46069625e+01,-1.31763981e+01,1.90278440e+41,5.09523102e+40,2.67777632e-01
1.40667086e+01,-1.46066695e+01,-1.31771620e+01,1.90227098e+41,5.09881715e+40,2.68038423e-01
1.40833389e+01,-1.46063651e+01,-1.31779249e+01,1.90173773e+41,5.10240034e+40,2.68301998e-01
1.41000815e+01,-1.46060658e+01,-1.31786911e+01,1.90121356e+41,5.10600314e+40,2.68565470e-01
1.41167017e+01,-1.46057719e+01,-1.31794507e+01,1.90069899e+41,5.10957683e+40,2.68826199e-01
1.41334314e+01,-1.46054738e+01,-1.31802144e+01,1.90017720e+41,5.11317144e+40,2.69089190e-01
1.41500419e+01,-1.46051752e+01,-1.31809711e+01,1.89965469e+41,5.11673648e+40,2.69350873e-01
1.41667660e+01,-1.46048687e+01,-1.31817317e+01,1.89911849e+41,5.12032258e+40,2.69615750e-01
1.41833705e+01,-1.46045505e+01,-1.31824859e+01,1.89856200e+41,5.12388042e+40,2.69882176e-01
1.42000879e+01,-1.46042169e+01,-1.31832440e+01,1.89797874e+41,5.12745907e+40,2.70153662e-01
1.42166877e+01,-1.46038777e+01,-1.31839953e+01,1.89738587e+41,5.13100865e+40,2.70425153e-01
1.42334018e+01,-1.46035385e+01,-1.31847508e+01,1.89679320e+41,5.13458009e+40,2.70697939e-01
1.42501127e+01,-1.46032108e+01,-1.31855051e+01,1.89622079e+41,5.13814802e+40,2.70967814e-01
1.42667038e+01,-1.46028810e+01,-1.31862523e+01,1.89564488e+41,5.14168597e+40,2.71236771e-01
1.42834113e+01,-1.46025462e+01,-1.31870038e+01,1.89506043e+41,5.14524613e+40,2.71508288e-01
1.43000073e+01,-1.46022016e+01,-1.31877494e+01,1.89445905e+41,5.14877998e+40,2.71781012e-01
1.43167287e+01,-1.46018403e+01,-1.31884989e+01,1.89382874e+41,5.15233621e+40,2.72059247e-01
1.43334485e+01,-1.46014494e+01,-1.31892473e+01,1.89314702e+41,5.15588918e+40,2.72344890e-01
1.43500474e+01,-1.46010544e+01,-1.31899894e+01,1.89245841e+41,5.15941389e+40,2.72630240e-01
1.43667609e+01,-1.46006543e+01,-1.31907352e+01,1.89176115e+41,5.16295922e+40,2.72918133e-01
1.43833571e+01,-1.46002710e+01,-1.31914745e+01,1.89109342e+41,5.16647621e+40,2.73200476e-01
1.44000672e+01,-1.45998840e+01,-1.31922179e+01,1.89041948e+41,5.17001475e+40,2.73485055e-01
1.44167757e+01,-1.45994867e+01,-1.31929601e+01,1.88972785e+41,5.17354980e+40,2.73772216e-01
1.44333666e+01,-1.45990779e+01,-1.31936956e+01,1.88901646e+41,5.17705600e+40,2.74060925e-01
1.44500743e+01,-1.45986566e+01,-1.31944353e+01,1.88828361e+41,5.18058430e+40,2.74354143e-01
1.44666685e+01,-1.45982291e+01,-1.31951690e+01,1.88754026e+41,5.18408606e+40,2.74647708e-01
1.44833806e+01,-1.45977948e+01,-1.31959063e+01,1.88678538e+41,5.18760818e+40,2.74944264e-01
1.45000955e+01,-1.45973641e+01,-1.31966428e+01,1.88603706e+41,5.19112833e+40,2.75239995e-01
1.45166992e+01,-1.45969513e+01,-1.31973735e+01,1.88532012e+41,5.19462250e+40,2.75529998e-01
1.45334279e+01,-1.45965252e+01,-1.31981082e+01,1.88458037e+41,5.19813892e+40,2.75824741e-01
1.45500499e+01,-1.45960854e+01,-1.31988370e+01,1.88381714e+41,5.20162988e+40,2.76121805e-01
1.45666805e+01,-1.45956319e+01,-1.31995654e+01,1.88303045e+41,5.20512013e+40,2.76422515e-01
1.45834352e+01,-1.45951692e+01,-1.32002979e+01,1.88222815e+41,5.20863289e+40,2.76726969e-01
1.46000821e+01,-1.45947077e+01,-1.32010243e+01,1.88142826e+41,5.21211948e+40,2.77029935e-01
1.46167390e+01,-1.45942463e+01,-1.32017503e+01,1.88062889e+41,5.21560564e+40,2.77333060e-01
1.46334061e+01,-1.45937941e+01,-1.32024757e+01,1.87984579e+41,5.21909100e+40,2.77633997e-01
1.46500822e+01,-1.45933364e+01,-1.32032000e+01,1.87905349e+41,5.22257415e+40,2.77936428e-01
1.46667674e+01,-1.45928587e+01,-1.32039237e+01,1.87822693e+41,5.22605666e+40,2.78244156e-01
1.46833356e+01,-1.45923752e+01,-1.32046415e+01,1.87739070e+41,5.22951227e+40,2.78552155e-01
1.47000047e+01,-1.45918854e+01,-1.32053621e+01,1.87654396e+41,5.23298456e+40,2.78862881e-01
1.47167767e+01,-1.45913925e+01,-1.32060861e+01,1.87569225e+41,5.23647561e+40,2.79175628e-01
1.47334218e+01,-1.45909049e+01,-1.32068038e+01,1.87485007e+41,5.23993774e+40,2.79485695e-01
1.47500595e+01,-1.45904121e+01,-1.32075198e+01,1.87399929e+41,5.24339455e+40,2.79797040e-01
1.47666910e+01,-1.45899145e+01,-1.32082344e+01,1.87314063e+41,5.24684689e+40,2.80109610e-01
1.47834303e+01,-1.45894018e+01,-1.32089527e+01,1.87225631e+41,5.25031911e+40,2.80427369e-01
1.48000426e+01,-1.45888870e+01,-1.32096644e+01,1.87136879e+41,5.25376172e+40,2.80744327e-01
1.48167605e+01,-1.45883675e+01,-1.32103793e+01,1.87047360e+41,5.25722253e+40,2.81063712e-01
1.48333555e+01,-1.45878525e+01,-1.32110881e+01,1.86958658e+41,5.26065540e+40,2.81380678e-01
1.48500617e+01,-1.45873304e+01,-1.32118006e+01,1.86868777e+41,5.26410856e+40,2.81700809e-01
1.48667649e+01,-1.45867985e+01,-1.32125115e+01,1.86777253e+41,5.26755689e+40,2.82023470e-01
1.48833504e+01,-1.45862582e+01,-1.32132165e+01,1.86684329e+41,5.27097844e+40,2.82347129e-01
1.49000531e+01,-1.45857148e+01,-1.32139256e+01,1.86590919e+41,5.27442169e+40,2.82673011e-01
1.49167589e+01,-1.45851681e+01,-1.32146334e+01,1.86496988e+41,5.27786144e+40,2.82999821e-01
1.49333532e+01,-1.45846234e+01,-1.32153355e+01,1.86403449e+41,5.28127546e+40,2.83324987e-01
1.49500669e+01,-1.45840709e+01,-1.32160417e+01,1.86308617e+41,5.28471160e+40,2.83653632e-01
1.49666671e+01,-1.45835208e+01,-1.32167419e+01,1.86214246e+41,5.28812081e+40,2.83980464e-01
1.49833887e+01,-1.45829502e+01,-1.32174460e+01,1.86116408e+41,5.29155168e+40,2.84314087e-01
1.50001094e+01,-1.45823652e+01,-1.32181492e+01,1.86016155e+41,5.29497987e+40,2.84651614e-01
1.50167070e+01,-1.45817951e+01,-1.32188462e+01,1.85918507e+41,5.29837979e+40,2.84983990e-01
1.50334168e+01,-1.45812157e+01,-1.32195466e+01,1.85819319e+41,5.30179889e+40,2.85320113e-01
1.50500087e+01,-1.45806378e+01,-1.32202411e+01,1.85720440e+41,5.30519146e+40,2.85654690e-01
1.50667148e+01,-1.45800571e+01,-1.32209395e+01,1.85621135e+41,5.30860483e+40,2.85991400e-01
1.50834198e+01,-1.45794676e+01,-1.32216364e+01,1.85520379e+41,5.31201365e+40,2.86330465e-01
1.51000088e+01,-1.45788637e+01,-1.32223276e+01,1.85417219e+41,5.31539637e+40,2.86672209e-01
1.51167169e+01,-1.45782458e+01,-1.32230229e+01,1.85311727e+41,5.31880095e+40,2.87019124e-01
1.51334316e+01,-1.45776325e+01,-1.32237170e+01,1.85207079e+41,5.32220294e+40,2.87364984e-01
1.51500374e+01,-1.45770249e+01,-1.32244057e+01,1.85103463e+41,5.32557990e+40,2.87708281e-01
1.51667654e+01,-1.45764146e+01,-1.32250986e+01,1.84999444e+41,5.32897925e+40,2.88053798e-01
1.51833811e+01,-1.45758065e+01,-1.32257856e+01,1.84895858e+41,5.33235244e+40,2.88397614e-01
1.52000016e+01,-1.45751792e+01,-1.32264717e+01,1.84789063e+41,5.33572324e+40,2.88746701e-01
1.52167462e+01,-1.45745309e+01,-1.32271620e+01,1.84678757e+41,5.33911674e+40,2.89102917e-01
1.52333850e+01,-1.45738785e+01,-1.32278470e+01,1.84567820e+41,5.34248597e+40,2.89459233e-01
1.52500350e+01,-1.45732355e+01,-1.32285311e+01,1.84458547e+41,5.34585357e+40,2.89813276e-01
1.52666928e+01,-1.45725995e+01,-1.32292147e+01,1.84350527e+41,5.34922035e+40,2.90165721e-01
1.52833561e+01,-1.45719652e+01,-1.32298976e+01,1.84242859e+41,5.35258582e+40,2.90517953e-01
1.53000241e+01,-1.45713121e+01,-1.32305793e+01,1.84132065e+41,5.35594804e+40,2.90875359e-01
1.53166968e+01,-1.45706379e+01,-1.32312604e+01,1.84017761e+41,5.35930869e+40,2.91238664e-01
1.53333705e+01,-1.45699560e+01,-1.32319406e+01,1.83902225e+41,5.36266715e+40,2.91604257e-01
1.53500462e+01,-1.45692730e+01,-1.32326197e+01,1.83786574e+41,5.36602233e+40,2.91970311e-01
1.53667274e+01,-1.45686034e+01,-1.32332979e+01,1.83673264e+41,5.36937560e+40,2.92332999e-01
1.53834174e+01,-1.45679425e+01,-1.32339757e+01,1.83561494e+41,5.37272824e+40,2.92693644e-01
1.54001108e+01,-1.45672606e+01,-1.32346525e+01,1.83446244e+41,5.37607839e+40,2.93060151e-01
1.54166804e+01,-1.45665629e+01,-1.32353231e+01,1.83328398e+41,5.37940021e+40,2.93429729e-01
1.54333606e+01,-1.45658531e+01,-1.32359973e+01,1.83208586e+41,5.38274184e+40,2.93804016e-01
1.54500358e+01,-1.45651431e+01,-1.32366705e+01,1.83088819e+41,5.38607982e+40,2.94178522e-01
1.54667039e+01,-1.45644366e+01,-1.32373420e+01,1.82969720e+41,5.38941239e+40,2.94552147e-01
1.54833639e+01,-1.45637443e+01,-1.32380123e+01,1.82853090e+41,5.39274094e+40,2.94922057e-01
1.55000164e+01,-1.45630363e+01,-1.32386816e+01,1.82733892e+41,5.39606563e+40,2.95296378e-01
1.55167789e+01,-1.45623027e+01,-1.32393539e+01,1.82610465e+41,5.39940826e+40,2.95679016e-01
1.55334195e+01,-1.45615674e+01,-1.32400204e+01,1.82486837e+41,5.40272397e+40,2.96061024e-01
1.55500545e+01,-1.45608329e+01,-1.32406859e+01,1.82363426e+41,5.40603619e+40,2.96443004e-01
1.55666835e+01,-1.45601012e+01,-1.32413499e+01,1.82240569e+41,5.40934378e+40,2.96824346e-01
1.55834215e+01,-1.45593632e+01,-1.32420173e+01,1.82116738e+41,5.41266991e+40,2.97208810e-01
1.56000402e+01,-1.45586267e+01,-1.32426791e+01,1.81993243e+41,5.41596998e+40,2.97591817e-01
1.56167756e+01,-1.45578664e+01,-1.32433445e+01,1.81865844e+41,5.41929025e+40,2.97982849e-01
1.56333946e+01,-1.45571056e+01,-1.32440041e+01,1.81738451e+41,5.42258382e+40,2.98372952e-01
1.56500119e+01,-1.45563460e+01,-1.32446629e+01,1.81611349e+41,5.42587473e+40,2.98762978e-01
1.56667429e+01,-1.45555802e+01,-1.32453253e+01,1.81483298e+41,5.42918570e+40,2.99156218e-01
1.56833567e+01,-1.45548196e+01,-1.32459817e+01,1.81356207e+41,5.43246939e+40,2.99546924e-01
1.57000859e+01,-1.45540354e+01,-1.32466418e+01,1.81225265e+41,5.43577353e+40,2.99945680e-01
1.57166977e+01,-1.45532530e+01,-1.32472966e+01,1.81094718e+41,5.43905217e+40,3.00342949e-01
1.57334264e+01,-1.45524611e+01,-1.32479547e+01,1.80962682e+41,5.44235009e+40,3.00744333e-01
1.57500422e+01,-1.45516726e+01,-1.32486074e+01,1.80831308e+41,5.44562301e+40,3.01143816e-01
1.57667816e+01,-1.45508789e+01,-1.32492642e+01,1.80699164e+41,5.44891791e+40,3.01546382e-01
1.57834017e+01,-1.45500898e+01,-1.32499152e+01,1.80567882e+41,5.45218613e+40,3.01946619e-01
1.58000161e+01,-1.45492769e+01,-1.32505649e+01,1.80432740e+41,5.45544999e+40,3.02353664e-01
1.58167457e+01,-1.45484527e+01,-1.32512183e+01,1.80295822e+41,5.45873415e+40,3.02765427e-01
1.58333603e+01,-1.45476377e+01,-1.32518664e+01,1.80160535e+41,5.46199298e+40,3.03173666e-01
1.58500911e+01,-1.45468157e+01,-1.32525177e+01,1.80024189e+41,5.46527090e+40,3.03585364e-01
1.58667056e+01,-1.45460024e+01,-1.32531637e+01,1.79889388e+41,5.46852370e+40,3.03993680e-01
1.58834343e+01,-1.45451778e+01,-1.32538134e+01,1.79752816e+41,5.47179652e+40,3.04406720e-01
1.59000470e+01,-1.45443334e+01,-1.32544572e+01,1.79613073e+41,5.47504264e+40,3.04824284e-01
1.59167806e+01,-1.45434704e+01,-1.32551049e+01,1.79470364e+41,5.47830996e+40,3.05248724e-01
1.59334048e+01,-1.45426247e+01,-1.32557477e+01,1.79330625e+41,5.48155364e+40,3.05667458e-01
1.59500351e+01,-1.45417818e+01,-1.32563895e+01,1.79191458e+41,5.48479496e+40,3.06085738e-01
1.59666700e+01,-1.45409430e+01,-1.32570305e+01,1.79053075e+41,5.48803433e+40,3.06503217e-01
1.59834272e+01,-1.45400827e+01,-1.32576755e+01,1.78911255e+41,5.49129520e+40,3.06928437e-01
1.60000740e+01,-1.45392039e+01,-1.32583152e+01,1.78766502e+41,5.49453155e+40,3.07358005e-01
1.60167259e+01,-1.45383144e+01,-1.32589540e+01,1.78620106e+41,5.49776554e+40,3.07790968e-01
1.60333804e+01,-1.45374314e+01,-1.32595921e+01,1.78474898e+41,5.50099775e+40,3.08222490e-01
1.60500372e+01,-1.45365626e+01,-1.32602295e+01,1.78332141e+41,5.50422786e+40,3.08650355e-01
1.60666980e+01,-1.45356958e+01,-1.32608658e+01,1.78189826e+41,5.50745493e+40,3.09077968e-01
1.60833641e+01,-1.45348021e+01,-1.32615016e+01,1.78043213e+41,5.51068075e+40,3.09513666e-01
1.61000350e+01,-1.45338880e+01,-1.32621368e+01,1.77893378e+41,5.51390521e+40,3.09955618e-01
1.61167040e+01,-1.45329697e+01,-1.32627706e+01,1.77742982e+41,5.51712546e+40,3.10399060e-01
1.61333688e+01,-1.45320540e+01,-1.32634035e+01,1.77593139e+41,5.52034240e+40,3.10842099e-01
1.61500287e+01,-1.45311611e+01,-1.32640354e+01,1.77447148e+41,5.52355613e+40,3.11278947e-01
1.61666844e+01,-1.45302593e+01,-1.32646661e+01,1.77299823e+41,5.52676570e+40,3.11718624e-01
1.61833383e+01,-1.45293264e+01,-1.32652958e+01,1.77147547e+41,5.52997197e+40,3.12167572e-01
1.62001085e+01,-1.45283762e+01,-1.32659291e+01,1.76992581e+41,5.53319832e+40,3.12623178e-01
1.62167639e+01,-1.45274329e+01,-1.32665571e+01,1.76838875e+41,5.53639975e+40,3.13075943e-01
1.62334200e+01,-1.45264944e+01,-1.32671840e+01,1.76686083e+41,5.53959785e+40,3.13527685e-01
1.62500731e+01,-1.45255692e+01,-1.32678101e+01,1.76535586e+41,5.54279314e+40,3.13975967e-01
1.62667206e+01,-1.45246221e+01,-1.32684353e+01,1.76381659e+41,5.54598499e+40,3.14430935e-01
1.62833648e+01,-1.45236549e+01,-1.32690590e+01,1.76224604e+41,5.54917229e+40,3.14892028e-01
1.63000096e+01,-1.45226845e+01,-1.32696820e+01,1.76067170e+41,5.55235749e+40,3.15354503e-01
1.63167744e+01,-1.45217111e+01,-1.32703088e+01,1.75909390e+41,5.55556336e+40,3.15819602e-01
1.63334252e+01,-1.45207279e+01,-1.32709301e+01,1.75750166e+41,5.55874381e+40,3.16286689e-01
1.63500776e+01,-1.45197290e+01,-1.32715507e+01,1.75588546e+41,5.56192196e+40,3.16758814e-01
1.63667296e+01,-1.45187116e+01,-1.32721705e+01,1.75424086e+41,5.56509778e+40,3.17236812e-01
1.63833810e+01,-1.45176858e+01,-1.32727893e+01,1.75258424e+41,5.56827037e+40,3.17717701e-01
1.64000301e+01,-1.45166628e+01,-1.32734070e+01,1.75093371e+41,5.57143941e+40,3.18198193e-01
1.64166747e+01,-1.45156449e+01,-1.32740238e+01,1.74929294e+41,5.57460540e+40,3.18677637e-01
1.64334299e+01,-1.45146190e+01,-1.32746439e+01,1.74764083e+41,5.57778974e+40,3.19161102e-01
1.64500659e+01,-1.45135683e+01,-1.32752584e+01,1.74595041e+41,5.58094788e+40,3.19650997e-01
1.64667008e+01,-1.45125178e+01,-1.32758721e+01,1.74426193e+41,5.58410358e+40,3.20141343e-01
1.64834491e+01,-1.45114603e+01,-1.32764893e+01,1.74256386e+41,5.58727856e+40,3.20635512e-01
1.65000770e+01,-1.45104142e+01,-1.32771009e+01,1.74088572e+41,5.59042683e+40,3.21125434e-01
1.65167001e+01,-1.45093724e+01,-1.32777115e+01,1.73921608e+41,5.59357192e+40,3.21614546e-01
1.65334352e+01,-1.45083005e+01,-1.32783256e+01,1.73749988e+41,5.59673598e+40,3.22114323e-01
1.65500527e+01,-1.45072103e+01,-1.32789342e+01,1.73575611e+41,5.59987438e+40,3.22618733e-01
1.65666698e+01,-1.45061302e+01,-1.32795419e+01,1.73403022e+41,5.60301001e+40,3.23120666e-01
1.65834041e+01,-1.45050479e+01,-1.32801533e+01,1.73230254e+41,5.60616552e+40,3.23625082e-01
1.66000217e+01,-1.45039779e+01,-1.32807594e+01,1.73059619e+41,5.60929609e+40,3.24125069e-01
1.66167563e+01,-1.45028907e+01,-1.32813688e+01,1.72886413e+41,5.61244549e+40,3.24631959e-01
1.66333779e+01,-1.45017777e+01,-1.32819734e+01,1.72709276e+41,5.61557144e+40,3.25145908e-01
1.66500036e+01,-1.45006559e+01,-1.32825773e+01,1.72530922e+41,5.61869570e+40,3.25663112e-01
1.66667431e+01,-1.44995385e+01,-1.32831842e+01,1.72353451e+41,5.62183769e+40,3.26180744e-01
1.66833643e+01,-1.44984391e+01,-1.32837861e+01,1.72179017e+41,5.62495526e+40,3.26692263e-01
1.67001021e+01,-1.44973318e+01,-1.32843916e+01,1.72003508e+41,5.62809250e+40,3.27208008e-01
1.67167229e+01,-1.44961974e+01,-1.32849917e+01,1.71823888e+41,5.63120414e+40,3.27731155e-01
1.67333396e+01,-1.44950490e+01,-1.32855908e+01,1.71642244e+41,5.63431263e+40,3.28259087e-01
1.67500676e+01,-1.44938917e+01,-1.32861933e+01,1.71459386e+41,5.63743974e+40,3.28791551e-01
1.67666778e+01,-1.44927576e+01,-1.32867905e+01,1.71280382e+41,5.64054161e+40,3.29316267e-01
1.67834030e+01,-1.44916273e+01,-1.32873910e+01,1.71102164e+41,5.64366212e+40,3.29841656e-01
1.68000127e+01,-1.44904727e+01,-1.32879866e+01,1.70920307e+41,5.64675890e+40,3.30373787e-01
1.68167407e+01,-1.44892889e+01,-1.32885856e+01,1.70734050e+41,5.64987498e+40,3.30916708e-01
1.68333588e+01,-1.44881103e+01,-1.32891796e+01,1.70548814e+41,5.65296728e+40,3.31457438e-01
1.68501002e+01,-1.44869282e+01,-1.32897774e+01,1.70363229e+41,5.65608036e+40,3.32001242e-01
1.68667325e+01,-1.44857710e+01,-1.32903706e+01,1.70181749e+41,5.65917089e+40,3.32536886e-01
1.68833706e+01,-1.44845924e+01,-1.32909627e+01,1.69997112e+41,5.66225873e+40,3.33079702e-01
1.69000132e+01,-1.44833866e+01,-1.32915544e+01,1.69808421e+41,5.66534526e+40,3.33631585e-01
1.69167776e+01,-1.44821685e+01,-1.32921497e+01,1.69618018e+41,5.66845221e+40,3.34189274e-01
1.69334343e+01,-1.44809639e+01,-1.32927402e+01,1.69429935e+41,5.67153568e+40,3.34742246e-01
1.69501025e+01,-1.44797671e+01,-1.32933302e+01,1.69243276e+41,5.67461879e+40,3.35293604e-01
1.69667821e+01,-1.44785545e+01,-1.32939200e+01,1.69054363e+41,5.67770185e+40,3.35850655e-01
1.69833528e+01,-1.44773255e+01,-1.32945049e+01,1.68863110e+41,5.68076177e+40,3.36412244e-01
1.70000455e+01,-1.44760836e+01,-1.32950933e+01,1.68670069e+41,5.68384127e+40,3.36979838e-01
1.70167399e+01,-1.44748479e+01,-1.32956811e+01,1.68478211e+41,5.68691894e+40,3.37546256e-01
1.70334351e+01,-1.44736217e+01,-1.32962681e+01,1.68288044e+41,5.68999417e+40,3.38110422e-01
1.70500100e+01,-1.44723793e+01,-1.32968498e+01,1.68095584e+41,5.69304386e+40,3.38678967e-01
1.70667000e+01,-1.44711070e+01,-1.32974349e+01,1.67898719e+41,5.69611261e+40,3.39258848e-01
1.70833886e+01,-1.44698366e+01,-1.32980193e+01,1.67702379e+41,5.69917896e+40,3.39838886e-01
1.71000734e+01,-1.44685736e+01,-1.32986024e+01,1.67507410e+41,5.70224081e+40,3.40417228e-01
1.71167508e+01,-1.44673213e+01,-1.32991845e+01,1.67314316e+41,5.70529915e+40,3.40992885e-01
1.71334210e+01,-1.44660406e+01,-1.32997658e+01,1.67117074e+41,5.70835403e+40,3.41578146e-01
1.71500850e+01,-1.44647290e+01,-1.33003458e+01,1.66915314e+41,5.71140447e+40,3.42173785e-01
1.71667439e+01,-1.44634294e+01,-1.33009248e+01,1.66715640e+41,5.71445138e+40,3.42766365e-01
1.71833984e+01,-1.44621413e+01,-1.33015030e+01,1.66517968e+41,5.71749536e+40,3.43356061e-01
1.72000492e+01,-1.44608631e+01,-1.33020803e+01,1.66322048e+41,5.72053581e+40,3.43943325e-01
1.72166976e+01,-1.44595502e+01,-1.33026565e+01,1.66121048e+41,5.72357278e+40,3.44542298e-01
1.72333448e+01,-1.44582095e+01,-1.33032320e+01,1.65916044e+41,5.72660744e+40,3.45150916e-01
1.72501082e+01,-1.44568603e+01,-1.33038108e+01,1.65709995e+41,5.72966086e+40,3.45764350e-01
1.72667537e+01,-1.44555461e+01,-1.33043845e+01,1.65509537e+41,5.73268931e+40,3.46366102e-01
1.72833971e+01,-1.44542393e+01,-1.33049574e+01,1.65310448e+41,5.73571528e+40,3.46966289e-01
1.73000393e+01,-1.44528906e+01,-1.33055297e+01,1.65105227e+41,5.73873892e+40,3.47580693e-01
1.73166825e+01,-1.44515199e+01,-1.33061009e+01,1.64896920e+41,5.74175918e+40,3.48202937e-01
1.73334472e+01,-1.44501428e+01,-1.33066756e+01,1.64687904e+41,5.74479920e+40,3.48829456e-01
1.73501013e+01,-1.44487893e+01,-1.33072459e+01,1.64482729e+41,5.74781706e+40,3.49448060e-01
